comment_text,toxic
"""

FOR PUBLIC INFORMATION
Dr Philip Opas (defence lawyer for Ryan, recently deceased) made it public knowledge that he did not, and would never endorse Richards book The Hanged Man, because the facts surrounding Ryan life and case had been manipulated. The book was published 35 years after Ryan's hanging - only after almost every person directly involved in the Ryan case had died, making allegations by Richards impossible to retort or confirm as fact. Richards tried but failed  to bluff Opas to support the book by signing it inside the front cover, """"To Philip and Stella from Mike Richards"""". But it's no surprise that the highly intelligence and most experienced Opas was not easily fooled by anyone. The book became a toilet item.
It's ironic that User:Purrum promotes and contributes to the Ryan article from two books, which not only contradict each other, but have also been exposed to contain lies. For unknown reasons User:Purrum deliberately ignores the mega referenced articles published over four decades that acknowledge the facts. 
60.224.64.166  """,0
"""do you trust that crazy woman Rachel Maddow? She is simply biased the other way. ""

You're right, R_2D2.  The opposite of something stupid (O'Reilly) is something just as stupid (Madow).",1
"There have been several discussions about various matters, but, basically, the side with the most supporters wins. And even if you manage to persuade some of the more neutral people, there will still be several who will revert you. So I'm not sure you should waste time on this. (I'm not even talking about the title cause it's a lost cause already. Anyway, I would suggest you to make very creative, well-written additions instead. The tags won't work, many people have tried placing tags on various Ukraine-related articles, and some people simply remove them.)",0
"Unless you can provide reliable, third party sources (ie not the government of Ichkeria, or Russian government critics), that refute that these things occured, then there is nothing disputed. Richard Sakwa is an academic, an English university teacher and an expert on the subject, so far you have not provided any reliable, third party sources which refute what he said in his book.",0
"That's nice, but what does it have to do with all the errors, and what appear to be Shit you just made up which you posted that I list above?   

 :::",1
Cat's out of the bag so you might as well bring up NOAA doctoring climate data before the Paris conference to manipulate the behaviour of fools. A good idea to have someone dummy it down & explain it to you first however. Maybe show him a selfie of you & Eco-Barbie McKenna in Paris so he can appreciate the nostalgia of two fools in a single frame.,1
"""

For the record, I am now being pursued by yet another regular editor of the Celtic article. I have had user hippo43 bring in Admin John(originator of the section who has defended hippo43 on a number of occasions against different users), user Jack Forbes and now user, Deacon of Pndapetzim. This Wiki folks, where if you stand up against abuses of the system, users pursuing their own agenda will join forces in defence of that agenda. I will not be bullied into silence

I ask any neutral footbal fan with a knowledge of scottish football to study both the Rangers and Celtic articles and their related talk pages and ask themselves if there is balance between them in the way they are presenting the """"facts"""".   """,0
"What do u mean? 

What do you mean I am going to an admin? what will happen?",0
"Lets also remember that Brad Wall was a senior advisor to disgraced former Conservative Premier Father Divine. Who nearly bankrupted the province,  with at least a dozen ministers and MLAs convicted of criminal corruption graft and sleaze, that government  has been called the most corrupt government in Canadian history. So bad was the odor of that government that the Conservative Party changed its name to Saskatchewan Party. 

And Brad Wall was a senior advisor to a government which privatized the publicly owned potash industry. And at a loss. At the worst possible time, when potash prices were low low low. All for the sake of ideology. One can only imagine the profits and jobs and management that would have remained with the taxpayers and citizens if not for that stupid reckless move...but instead has gone into the pockets of largely foreign investors. Not so good. Not so bright. But typically right-wing.",1
"So if I understand this rambling commentary, the FBI needs to release the memo describing the Classified documents Hilllary is accused of mishandling, to the public so they can decide the magnitude of her misdeeds. Um..doesn't a Classified designation suggest there are reasons descriptions of the documents should not be released, such as national security? Is this man nuts?",1
