Score,Text
4,"First off it's false advertising for Amazon to say you are saving 92%. This is simply 8 Gerber Grabbers, like you would buy in the store. The only difference is, these cost 14 cents more an ounce than they cost me at Safeway. And they are even less at Target.<br /><br />As for the product itself, my son loves them and I buy many of them at target."
4,"My grand daughter had somne when she was in Florida visiting me and so I sent her some for when she got back home to Leetonia, Ohio....She said they were really good..."
0,"I guess you get what you pay for... I thought I'd give this a try since it's cheaper than the big-name cider K-cups, but it was a waste of money.  I would hardly even call it cider.  It has a very weak cider flavor, but a sickeningly strong artificial sweetener flavor.  It really tastes bitter and leaves a bad aftertaste.  I hate to throw things away, so I guess I'll save the rest of the K-cups for sometime when I'm really desperate!  Would definitely not buy again!"
4,"I did genuinely get a subscription to these bars. you get a full case, and its cheaper than if you were to buy at the grocery store. pretty awesome."
4,"Taste great. Better for you. Is even good in coffee. I use it on waffles, pancakes, cereals that need a little sugar, cornbread."
0,"This is not good, it's not sweet and it is loaded with fat and calories. It barely even tastes like coconut. It is bland, and greasy. Maybe if you are seeking some sort of health benefit you could convince yourself to eat this....but, if you like regular food, this isn't something you will want in the cupboard.<br /><br />I hesitated to post a review because I see anyone who gives this product a bad review gets lots ""not helpful"" votes.(funny,huh?)I just hate to see someone order this thinking it is a delicious treat."
4,"Great size for the occasional user who must have this for 'exotic' recipies like baklava (used Foodnetwork's Alton Brown recipie).  About the same amount as a soda can, it should be more than sufficient for those once-in-awhile concoctions."
4,"These tinnie greenies make the perfect ""out the door"" bribe for my Cavlier King Charles Babies. I think they almost look forward to me going to work now.  Barkley is 21 lbs & Gypsy is 18 so while they are a bit larger than the recommended size for the product it really works out perfectly helping keep the pounds off.<br /><br />Having shopped around, you are saving about ten dollars by ordering from Amazon rather than going into a big box pet store."
2,These noodles are fine and a bit textured when cooked. That is because it is brown rice. It would be good for a gluten-free diet. White rice noodles are more bland in flavor.
1,"I bought this because I'm grasping at straws. I was diagnosed with CLL (leukemia) in the latter half of 2010. Everyone that cares had all sorts of remedies to recommend. This was one of them. It, along with the other homeopathic remedies has done nothing to arrest the condition. My counts continue to rise (into abnormal range). Will it work for you? Some swear by this product as helpful. My suggestion: Buy three bottles. Take the recommended dosage ""religiously"" on a daily basis until you have completely depleted the supply. Have monthly blood tests. If you notice an improvement, bravo. If you don't, then you are only out about $20. Is your life worth that? I hope so.<br /><br />Update October 20, 2011: I finished all the product I had purchased and reordered 3 more boxes. I still have not realized any improvement, in fact, my last blood test came back the highest (worst) it has ever been, by a considerable leap. Still it is the ONLY thing I am doing with any consistency and it gives my wife a sense that I am not giving up on myself. However, personally, my results cannot testify in favor of this product."
0,"I received a shipment last night and opened it up.  I thought I was buying ""Powdered Chicken Broth"" and ""Powdered Beef Broth"", just like the names of these product claim to be.  Much to my dismay, I turned each bag over to discover that they are vegan AND contain HVP or HPP (MSG).  I wasn't looking for vegan and I certainly don't want MSG.  Too bad the ""detail"" pages for these products don't contain the ingredients or I never would have ordered them.  Glad I only got 1 of each to try out.  Apparently I should have gone to the vendors web site to check for ingredients first.  Aside from that, it took about 3 weeks for this to arrive.  I guess I'm just spoiled by quick service elsewhere.  I won't be ordering from these folks again."
